Bug_ID,Bug_Summary,Bug_Description
HIVE-19997,Batches for TestMiniDruidCliDriver,"I have observed {{TestMiniDruidCliDriver}} takes a long time to execute. I verified that execution is not batched. We could batch tests as we do with {{TestHBaseCliDriver}}, i.e., 5 q files per batch, as there is only a small number of tests."
HIVE-19980,GenericUDTFGetSplits fails when order by query returns 0 rows,"When order by query returns 0 rows, there will not be any files in temporary table location for GenericUDTFGetSplits

which results in the following exception
{code:java}
Caused by: java.lang.ArrayIndexOutOfBoundsException: 0
  at org.apache.hadoop.hive.ql.exec.tez.HiveSplitGenerator.initialize(HiveSplitGenerator.java:217)
  at org.apache.hadoop.hive.ql.udf.generic.GenericUDTFGetSplits.getSplits(GenericUDTFGetSplits.java:420)
  ... 52 more{code}"
HIVE-19978,Backport HIVE-18037 to branch-3,
HIVE-19973,Enable materialized view rewriting by default,"Change property value for {{hive.materializedview.rewriting}} to {{true}}. For tests, it is already {{true}} by default."
HIVE-19972,Followup to HIVE-19928 : Fix the check for managed table,"The check for managed table should use ENUM comparison rather than string comparison.

The check in the patch will always return false, thus maintaining existing behavior."
HIVE-19965,Make HiveEndPoint use IMetaStoreClient.add_partition,"it currently uses ""alter table add partition if exists...""

which since HIVE-18814 requires X lock on the table which blocks other streaming writers from making progress.  

HIVE-19961 to investigate if X lock can be relaxed, etc."
HIVE-19964,Apply resource plan fails if trigger expression has quotes,"{code:java}
0: jdbc:hive2://localhost:10000> CREATE TRIGGER global.big_hdfs_read WHEN HDFS_BYTES_READ > '300kb' DO KILL;
INFO : Compiling command(queryId=pjayachandran_20180621131017_72b1441b-d790-4db7-83ca-479735843890): CREATE TRIGGER global.big_hdfs_read WHEN HDFS_BYTES_READ > '300kb' DO KILL
INFO : Semantic Analysis Completed (retrial = false)
INFO : Returning Hive schema: Schema(fieldSchemas:null, properties:null)
INFO : Completed compiling command(queryId=pjayachandran_20180621131017_72b1441b-d790-4db7-83ca-479735843890); Time taken: 0.015 seconds
INFO : Executing command(queryId=pjayachandran_20180621131017_72b1441b-d790-4db7-83ca-479735843890): CREATE TRIGGER global.big_hdfs_read WHEN HDFS_BYTES_READ > '300kb' DO KILL
INFO : Starting task [Stage-0:DDL] in serial mode
INFO : Completed executing command(queryId=pjayachandran_20180621131017_72b1441b-d790-4db7-83ca-479735843890); Time taken: 0.025 seconds
INFO : OK
No rows affected (0.054 seconds)
0: jdbc:hive2://localhost:10000> ALTER TRIGGER global.big_hdfs_read ADD TO UNMANAGED;
INFO : Compiling command(queryId=pjayachandran_20180621131031_dd489324-db23-412f-9409-32ba697a10e5): ALTER TRIGGER global.big_hdfs_read ADD TO UNMANAGED
INFO : Semantic Analysis Completed (retrial = false)
INFO : Returning Hive schema: Schema(fieldSchemas:null, properties:null)
INFO : Completed compiling command(queryId=pjayachandran_20180621131031_dd489324-db23-412f-9409-32ba697a10e5); Time taken: 0.014 seconds
INFO : Executing command(queryId=pjayachandran_20180621131031_dd489324-db23-412f-9409-32ba697a10e5): ALTER TRIGGER global.big_hdfs_read ADD TO UNMANAGED
INFO : Starting task [Stage-0:DDL] in serial mode
INFO : Completed executing command(queryId=pjayachandran_20180621131031_dd489324-db23-412f-9409-32ba697a10e5); Time taken: 0.029 seconds
INFO : OK
No rows affected (0.054 seconds)
0: jdbc:hive2://localhost:10000> ALTER RESOURCE PLAN global ENABLE;
INFO : Compiling command(queryId=pjayachandran_20180621131036_26a5f4f3-91e3-4bec-ab42-800adb90104e): ALTER RESOURCE PLAN global ENABLE
INFO : Semantic Analysis Completed (retrial = false)
INFO : Returning Hive schema: Schema(fieldSchemas:null, properties:null)
INFO : Completed compiling command(queryId=pjayachandran_20180621131036_26a5f4f3-91e3-4bec-ab42-800adb90104e); Time taken: 0.012 seconds
INFO : Executing command(queryId=pjayachandran_20180621131036_26a5f4f3-91e3-4bec-ab42-800adb90104e): ALTER RESOURCE PLAN global ENABLE
INFO : Starting task [Stage-0:DDL] in serial mode
INFO : Completed executing command(queryId=pjayachandran_20180621131036_26a5f4f3-91e3-4bec-ab42-800adb90104e); Time taken: 0.021 seconds
INFO : OK
No rows affected (0.045 seconds)
0: jdbc:hive2://localhost:10000> ALTER RESOURCE PLAN global ACTIVATE;
INFO : Compiling command(queryId=pjayachandran_20180621131037_551b2af0-321b-4638-8ac0-76771a159f4b): ALTER RESOURCE PLAN global ACTIVATE
INFO : Semantic Analysis Completed (retrial = false)
INFO : Returning Hive schema: Schema(fieldSchemas:null, properties:null)
INFO : Completed compiling command(queryId=pjayachandran_20180621131037_551b2af0-321b-4638-8ac0-76771a159f4b); Time taken: 0.017 seconds
INFO : Executing command(queryId=pjayachandran_20180621131037_551b2af0-321b-4638-8ac0-76771a159f4b): ALTER RESOURCE PLAN global ACTIVATE
INFO : Starting task [Stage-0:DDL] in serial mode
ERROR : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.DDLTask. Invalid expression: HDFS_BYTES_READ > 300kb
INFO : Completed executing command(queryId=pjayachandran_20180621131037_551b2af0-321b-4638-8ac0-76771a159f4b); Time taken: 0.037 seconds
Error: Error while processing statement: FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.DDLTask. Invalid expression: HDFS_BYTES_READ > 300kb (state=08S01,code=1){code}"
HIVE-19956,Include yarn registry classes to jdbc standalone jar,HS2 Active/Passive HA requires some yarn registry classes. Include it in JDBC standalone jar. 
HIVE-19951,Vectorization: Need to disable encoded LLAP I/O for ORC when there is data type conversion  (Schema Evolution),"Currently, reading encoded ORC data does not support data type conversion.  So, encoded reading and cache populating needs to be disabled."
HIVE-19946,VectorizedRowBatchCtx.recordIdColumnVector cannot be shared between different JVMs,"VectorizedRowBatchCtx.recordIdColumnVector was used temporarily to pass record id column, which is virtual, between a reducer and a mapper. However, when the reducer and the mapper are not in a same JVM, it makes incorrect results."
HIVE-19941,Row based Filters added via Hive Ranger policies are not pushed to druid,"Issue is that when applying table mask we add virtual columns, however non-native tables do not have virtual columns, we need to skip adding virtual columns when generating masking query. 

Stack Trace - 
{code} 
org.apache.hadoop.hive.ql.parse.SemanticException: Line 1:79 Invalid table alias or column reference 'BLOCK__OFFSET__INSIDE__FILE'
: (possible column names are: __time, yearmonth, year, month, dayofmonth, dayofweek, weekofyear, hour, minute, second, payment_typ
e, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount, trip_time)
        at org.apache.hadoop.hive.ql.parse.SemanticAnalyzer.genAllExprNodeDesc(SemanticAnalyzer.java:11830) ~[hive-exec-2.1.0.2.6.
4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.SemanticAnalyzer.genExprNodeDesc(SemanticAnalyzer.java:11778) ~[hive-exec-2.1.0.2.6.4.0
-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner$CalcitePlannerAction.genSelectLogicalPlan(CalcitePlanner.java:3780) ~[hi
ve-exec-2.1.0.2.6.4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner$CalcitePlannerAction.genLogicalPlan(CalcitePlanner.java:4117) ~[hive-exe
c-2.1.0.2.6.4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner$CalcitePlannerAction.genLogicalPlan(CalcitePlanner.java:4016) ~[hive-exe
c-2.1.0.2.6.4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner$CalcitePlannerAction.genLogicalPlan(CalcitePlanner.java:4060) ~[hive-exe
c-2.1.0.2.6.4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner$CalcitePlannerAction.apply(CalcitePlanner.java:1340) ~[hive-exec-2.1.0.2
.6.4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner$CalcitePlannerAction.apply(CalcitePlanner.java:1277) ~[hive-exec-2.1.0.2
.6.4.0-91.jar:2.1.0.2.6.4.0-91]
        at org.apache.calcite.tools.Frameworks$1.apply(Frameworks.java:113) ~[calcite-core-1.10.0.2.6.4.0-91.jar:1.10.0.2.6.4.0-91
]
        at org.apache.calcite.prepare.CalcitePrepareImpl.perform(CalcitePrepareImpl.java:997) ~[calcite-core-1.10.0.2.6.4.0-91.jar
:1.10.0.2.6.4.0-91]
        at org.apache.calcite.tools.Frameworks.withPrepare(Frameworks.java:149) ~[calcite-core-1.10.0.2.6.4.0-91.jar:1.10.0.2.6.4.
0-91]
        at org.apache.calcite.tools.Frameworks.withPlanner(Frameworks.java:106) ~[calcite-core-1.10.0.2.6.4.0-91.jar:1.10.0.2.6.4.
0-91]
        at org.apache.hadoop.hive.ql.parse.CalcitePlanner.logicalPlan(CalcitePlanner.java:1082) ~[hive-exec-2.1.0.2.6.4.0-91.jar:2
.1.0.2.6.4.0-91]
{code} "
HIVE-19938,Upgrade scripts for information schema,To make schematool -upgradeSchema work for information schema.
HIVE-19928,Load Data for managed tables should set the owner of loaded files to a configurable user,"load data of managed tables should set the owner of the loaded files to a configurable user. the default user should be hive.`

If the owner of existing file is not hive, then a rename/move operation should be replaced by copy with the copied file having hive as owner."
HIVE-19923,"Follow up of HIVE-19615, use UnaryFunction instead of prefix",Correct usage of Druid isnull function is {code} isnull(exp){code}
HIVE-19921,Fix perf duration and queue name in HiveProtoLoggingHook,"The perf log should return duration instead of end time.

The queue name should be llap queue for llap queries."
HIVE-19920,Schematool fails in embedded mode when auth is on,This is a follow up of HIVE-19775. We need to override more properties in embedded hs2.
