Bug_ID,Bug_Summary,Bug_Description
MAPREDUCE-7028,Concurrent task progress updates causing NPE in Application Master,"Concurrent task progress updates can cause a NullPointerException in the Application Master (stack trace is with code at current trunk):

{quote}
2017-12-20 06:49:42,369 INFO [IPC Server handler 9 on 39501] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1513780867907_0001_m_000002_0 is : 0.02677883
2017-12-20 06:49:42,369 INFO [IPC Server handler 13 on 39501] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1513780867907_0001_m_000002_0 is : 0.02677883
2017-12-20 06:49:42,383 FATAL [AsyncDispatcher event handler] org.apache.hadoop.yarn.event.AsyncDispatcher: Error in dispatcher thread
java.lang.NullPointerException
        at org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl$StatusUpdater.transition(TaskAttemptImpl.java:2450)
        at org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl$StatusUpdater.transition(TaskAttemptImpl.java:2433)
        at org.apache.hadoop.yarn.state.StateMachineFactory$SingleInternalArc.doTransition(StateMachineFactory.java:362)
        at org.apache.hadoop.yarn.state.StateMachineFactory.doTransition(StateMachineFactory.java:302)
        at org.apache.hadoop.yarn.state.StateMachineFactory.access$500(StateMachineFactory.java:46)
        at org.apache.hadoop.yarn.state.StateMachineFactory$InternalStateMachine.doTransition(StateMachineFactory.java:487)
        at org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl.handle(TaskAttemptImpl.java:1362)
        at org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl.handle(TaskAttemptImpl.java:154)
        at org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskAttemptEventDispatcher.handle(MRAppMaster.java:1543)
        at org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskAttemptEventDispatcher.handle(MRAppMaster.java:1535)
        at org.apache.hadoop.yarn.event.AsyncDispatcher.dispatch(AsyncDispatcher.java:197)
        at org.apache.hadoop.yarn.event.AsyncDispatcher$1.run(AsyncDispatcher.java:126)
        at java.lang.Thread.run(Thread.java:748)
2017-12-20 06:49:42,385 INFO [IPC Server handler 13 on 39501] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1513780867907_0001_m_000002_0 is : 0.02677883
2017-12-20 06:49:42,386 INFO [AsyncDispatcher ShutDown handler] org.apache.hadoop.yarn.event.AsyncDispatcher: Exiting, bbye..
{quote}

This happened naturally in several big wordcount runs, and I could reproduce this reliably by artificially making task updates more frequent."
MAPREDUCE-7025,Avg and Max of memory could be record in TaskCount,"MapReduce Counter is very helpful tool to do statistics, analysis and tuning in industry. One popular way is analysing job historical status of running to optimise continuously. But when the job completed, the memory usage in counter is a snapshot value {{PHYSICAL_MEMORY_BYTES}}. So if we can also record the average value and the max value instead of only the last snapshot value, it could be much helpful.

If you think it' ok. I will contribute the code."
MAPREDUCE-7015,Possible race condition in JHS if the job is not loaded,"There could be a race condition inside JHS. In our build environment, {{TestMRJobClient.testJobClient()}} failed with this exception:

{noformat}
ava.io.FileNotFoundException: File does not exist: hdfs://localhost:32836/tmp/hadoop-yarn/staging/history/done_intermediate/jenkins/job_1509975084722_0001_conf.xml
	at org.apache.hadoop.hdfs.DistributedFileSystem$20.doCall(DistributedFileSystem.java:1266)
	at org.apache.hadoop.hdfs.DistributedFileSystem$20.doCall(DistributedFileSystem.java:1258)
	at org.apache.hadoop.fs.FileSystemLinkResolver.resolve(FileSystemLinkResolver.java:81)
	at org.apache.hadoop.hdfs.DistributedFileSystem.getFileStatus(DistributedFileSystem.java:1258)
	at org.apache.hadoop.fs.FileUtil.copy(FileUtil.java:340)
	at org.apache.hadoop.fs.FileUtil.copy(FileUtil.java:292)
	at org.apache.hadoop.fs.FileSystem.copyToLocalFile(FileSystem.java:2123)
	at org.apache.hadoop.fs.FileSystem.copyToLocalFile(FileSystem.java:2092)
	at org.apache.hadoop.fs.FileSystem.copyToLocalFile(FileSystem.java:2068)
	at org.apache.hadoop.mapreduce.tools.CLI.run(CLI.java:460)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:70)
	at org.apache.hadoop.mapreduce.TestMRJobClient.runTool(TestMRJobClient.java:94)
	at org.apache.hadoop.mapreduce.TestMRJobClient.testConfig(TestMRJobClient.java:551)
	at org.apache.hadoop.mapreduce.TestMRJobClient.testJobClient(TestMRJobClient.java:167)
{noformat}

Root cause:
1. MapReduce job completes
2. CLI calls {{cluster.getJob(jobid)}}
3. The job is finished and the client side gets redirected to JHS
4. The job data is missing from {{CachedHistoryStorage}} so JHS tries to find the job
5. First it scans the intermediate directory and finds the job
6. The call {{moveToDone()}} is scheduled for execution on a separate thread inside {{moveToDoneExecutor}} and it starts to run immediately
7. RPC invocation returns with the path pointing to {{/tmp/hadoop-yarn/staging/history/done_intermediate}}
8. The call to {{moveToDone()}} completes which moves the contents of {{done_intermediate}} to {{done}}
9. Hadoop CLI tries to download the config file from done_intermediate but it's no longer there

Usually step #6 is slow enough to complete after #7, but sometimes it's faster, causing this race condition."
MAPREDUCE-6992,Race for temp dir in LocalDistributedCacheManager.java,"When localizing distributed cache files in ""local"" mode, LocalDistributedCacheManager.java chooses a ""unique"" directory based on a millisecond time stamp. When running code with some parallelism, it's possible to run into this.

The error message looks like 
{code}
bq. java.io.FileNotFoundException: jenkins/mapred/local/1508958341829_tmp does not exist
{code}

I ran into this in Impala's data loading. There, we run a HiveServer2 which runs in MapReduce. If multiple queries are submitted simultaneously to the HS2, they conflict on this directory. Googling found that StreamSets ran into something very similar looking at https://issues.streamsets.com/browse/SDC-5473.

I believe the buggy code is (link: https://github.com/apache/hadoop/blob/2da654e34a436aae266c1fbdec5c1067da8d854e/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-common/src/main/java/org/apache/hadoop/mapred/LocalDistributedCacheManager.java#L94)
{code}
    // Generating unique numbers for FSDownload.
    AtomicLong uniqueNumberGenerator =
        new AtomicLong(System.currentTimeMillis());
{code}

Notably, a similar code path uses an actual random number generator ({{LocalJobRunner.java}}, https://github.com/apache/hadoop/blob/2da654e34a436aae266c1fbdec5c1067da8d854e/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-common/src/main/java/org/apache/hadoop/mapred/LocalJobRunner.java#L912).
{code}
  public String getStagingAreaDir() throws IOException {
    Path stagingRootDir = new Path(conf.get(JTConfig.JT_STAGING_AREA_ROOT,
        ""/tmp/hadoop/mapred/staging""));
    UserGroupInformation ugi = UserGroupInformation.getCurrentUser();
    String user;
    randid = rand.nextInt(Integer.MAX_VALUE);
{code}"
MAPREDUCE-6974,"Add standard configuration keys for HTrace values, propagate across to MR committers if set","HDFS &c support HTrace logging; HBase sets up spans.

What doesn't do spans is MR jobs or other frameworks with use the MR committers.

That can be addressed by defining some standard configuration keys for HTrace hi/low numbers, setting them in job submission, then passing them over the wire in the Configuration, where setupJob and setupTask can extract them & use for the tracing span. They could also add their own span for taskCommit and jobCommit for performance measurement there.

Although the core code would be in MR, I'd propose putting the keys into Hadoop common,
 with some code in {{org.apache.hadoop.tracing.TraceUtils}}, to set it up. That way its possible to use more broadly."
MAPREDUCE-6968,Staging directory erasure coding config property has a typo,"TestMapreduceConfigFields has been failing since MAPREDUCE-6954. MRJobConfig#MR_AM_STAGING_DIR_ERASURECODING_ENABLED is defined as ""yarn.app.mapreduce.am.staging-direrasurecoding.enabled""  but the property is listed as ""yarn.app.mapreduce.am.staging-dir.erasurecoding.enabled"" in mapred-default.xml."
MAPREDUCE-6960,Shuffle Handler prints disk error stack traces for every read failure.,"{code}
 } catch (IOException e) {
          LOG.error(""Shuffle error :"", e);
{code}
In cases where the read from a disk fails and throws a DiskErrorException, the shuffle handler prints the entire stack trace for each and every one of the failures causing the nodemanager logs to quickly fill up the disk. "
MAPREDUCE-6954,Disable erasure coding for files that are uploaded to the MR staging area,"Depending on the encoder/decoder used and the type or MR workload, EC might negatively affect the performance of an MR job if too many files are localized.

In such a scenario, users might want to disable EC in the staging area to speed up the execution."
MAPREDUCE-6852,Job#updateStatus() failed with NPE due to race condition,"Like MAPREDUCE-6762, we found this issue in a cluster where Pig query occasionally failed on NPE - ""Pig uses JobControl API to track MR job status, but sometimes Job History Server failed to flush job meta files to HDFS which caused the status update failed."" Beside NPE in o.a.h.mapreduce.Job.getJobName, we also get NPE in Job.updateStatus() and the exception is as following:
{noformat}
Caused by: java.lang.NullPointerException
	at org.apache.hadoop.mapreduce.Job$1.run(Job.java:323)
	at org.apache.hadoop.mapreduce.Job$1.run(Job.java:320)
	at java.security.AccessController.doPrivileged(Native Method)
	at javax.security.auth.Subject.doAs(Subject.java:422)
	at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1833)
	at org.apache.hadoop.mapreduce.Job.updateStatus(Job.java:320)
	at org.apache.hadoop.mapreduce.Job.isComplete(Job.java:604)
{noformat}
We found state here is null. However, we already check the job state to be RUNNING as code below:
{noformat}
  public boolean isComplete() throws IOException {
    ensureState(JobState.RUNNING);
    updateStatus();
    return status.isJobComplete();
  }
{noformat}
The only possible reason here is two threads are calling here for the same time: ensure state first, then one thread update the state to null while the other thread hit NPE issue here.
We should fix this NPE exception."
MAPREDUCE-6829,Add peak memory usage counter for each task,"Each task has counters PHYSICAL_MEMORY_BYTES and VIRTUAL_MEMORY_BYTES, which are snapshots of memory usage of that task. They are not sufficient for users to understand peak memory usage by that task, e.g. in order to diagnose task failures, tune job parameters or change application design. This new feature will add two more counters for each task: PHYSICAL_MEMORY_BYTES_MAX and VIRTUAL_MEMORY_BYTES_MAX.

This JIRA has the same feature from MAPREDUCE-4710.  I file this new YARN JIRA since MAPREDUCE-4710 is pretty old one from MR 1.x era, it more or less assumes a branch-1 architecture, should be close at this point."
MAPREDUCE-6792,Allow user's full principal name as owner of MapReduce staging directory in JobSubmissionFiles#JobStagingDir(),"Background - 
Currently, {{JobSubmissionFiles#JobStagingDir()}} assumes that file owner returned as part of {{FileSystem#getFileStatus()}} is always user's short principal name, which is true for HDFS. But, some file systems which are HDFS compatible like [Azure Data Lake Store (ADLS) |https://azure.microsoft.com/en-in/services/data-lake-store/] and work in multi tenant environment can have users with same names belonging to different domains. For example, {{user1@company1.com}} and {{user1@company2.com}}. It will be ambiguous, if {{FileSystem#getFileStatus()}} returns only the user's short principal name (without domain name) as the owner of the file/directory. 

The following code block allows only short user principal name as owner. It simply fails saying that ownership on the staging directory is not as expected, if owner returned by the {{FileStatus#getOwner()}} is not equal to short principal name of the current user.
{code}
    String realUser;
    String currentUser;
    UserGroupInformation ugi = UserGroupInformation.getLoginUser();
    realUser = ugi.getShortUserName();
    currentUser = UserGroupInformation.getCurrentUser().getShortUserName();
    if (fs.exists(stagingArea)) {
      FileStatus fsStatus = fs.getFileStatus(stagingArea);
      String owner = fsStatus.getOwner();
      if (!(owner.equals(currentUser) || owner.equals(realUser))) {
         throw new IOException(""The ownership on the staging directory "" +
                      stagingArea + "" is not as expected. "" +
                      ""It is owned by "" + owner + "". The directory must "" +
                      ""be owned by the submitter "" + currentUser + "" or "" +
                      ""by "" + realUser);
      }
	  {code}
The proposal is to remove the strict restriction on short principal name by allowing the user's full principal name as owner of staging area directory in {{JobSubmissionFiles#JobStagingDir()}}."
